first_name,last_name,email,address,phone_number,course_id,marks,grade
Gail,Clark,pattonamanda@example.org,"781 Hector Brooks Suite 606, Port Kathy, GA 68448",7500097364,data245,3,F
John,Martinez,petersenstephanie@example.net,"768 James Island Apt. 067, Lake Danielshire, SC 02585",9531753605,data202,3,F
Joseph,Jackson,qturner@example.net,"21528 Dalton Junctions Suite 295, Wrightfurt, IN 65524",6158231389,data230,3,F
Meghan,Savage,romanrobert@example.net,"154 Smith Isle Apt. 715, Ramseyshire, IA 81100",7237415515,data200,3,F
Lindsey,Winters,tiffany12@example.com,"92866 Doyle Points, Brendaton, IL 89483",7952218082,data201,3,F
Edward,Alexander,colemichael@example.net,"52742 Alvin Streets, Vazquezfurt, NY 01060",8894502950,data226,2,F
Theresa,Taylor,fdixon@example.net,"02536 Kara Island Suite 432, Richardchester, PA 27526",9134137058,data226,2,F
John,Garrett,hsnow@example.com,"73990 Erin Causeway, Reedview, NC 40365",8348332675,data200,2,F
Ann,Bradley,kathrynnorton@example.org,"1197 Blair Ridge, Jamesfurt, NV 35804",6434890514,data220,2,F
Peter,Gomez,mcculloughmichael@example.org,"364 Moore Oval, Mendozastad, RI 93142",9293027033,data245,2,F
Kim,Woodard,rachel45@example.net,"PSC 3905, Box 9321, APO AP 47755",8532970850,data201,2,F
Tyler,Jackson,rmunoz@example.net,"9478 Kathleen Spurs, Wesleystad, AS 68234",8341035421,data228,2,F
Rebecca,Miller,allisonlong@example.com,"96380 Erika Stravenue, Williamberg, UT 29666",6122339810,data245,1,F
Darin,Johnson,angelahicks@example.org,"97546 Diaz Skyway, South Jennifer, PR 59103",6376522722,data245,1,F
Kimberly,Lynch,arnoldsean@example.net,"661 Stokes Mission, North Andrew, MT 59200",8987837629,data245,1,F
Brianna,Henry,brandy39@example.org,"594 Catherine Way, West Katherineborough, PA 04678",8466612661,data200,1,F
Jeffrey,Taylor,danielaustin@example.com,"20625 Linda Dale Suite 389, Port Tiffanystad, NM 51195",8918659393,data245,1,F
Jennifer,Jensen,dgilbert@example.com,"108 Jennifer Overpass Apt. 118, West Maryberg, TX 09583",7756560489,data200,1,F
Brittany,Ibarra,fbennett@example.org,"423 Lisa Falls, West Cassandraview, NV 31087",8782883500,data200,1,F
Justin,Roach,katherinemcdonald@example.org,"USS Gordon, FPO AP 42920",9907336479,data220,1,F
Darren,Goodwin,kimberly21@example.com,"07347 Anderson Lane, New Sarah, SC 83235",8080240461,data228,1,F
Shelia,Bowen,ronald10@example.com,"0395 Stephanie Tunnel Suite 658, Lake Jeffreyburgh, LA 75541",9758831305,data202,1,F
Mark,Skinner,sschmidt@example.org,"051 Pearson Spur Apt. 656, North Edwardview, TX 66546",8649397867,data255,1,F
John,Decker,theresavasquez@example.org,"84679 Stephens Center Suite 910, Smithmouth, IN 86618",9925340453,data200,1,F
Alexis,Valencia,bergjon@example.net,"4182 Johnston Camp Apt. 205, Port Tammyland, RI 45635",6618405205,data245,0,F
Laura,Daniels,brian44@example.com,"42380 George Throughway Apt. 098, North Kim, CA 22320",8687820873,data230,0,F
Billy,Tucker,corysantana@example.com,"68570 Hogan Fork Apt. 117, Lake Joseph, NJ 68289",6191970140,data226,0,F
Nancy,Jones,dakotawelch@example.net,"6330 Faith Parks Suite 115, Lake Zacharyhaven, OK 70787",6378499636,data220,0,F
Mark,Baker,drodgers@example.net,"180 Jessica Parkways, West Kayla, GA 43584",6749721930,data228,0,F
Alex,Clay,graysean@example.org,"4699 Hampton Valleys Apt. 253, Williamshaven, PW 39382",8375955826,data245,0,F
Michael,Smith,janetnewman@example.org,"5103 Ronnie Green Suite 455, Clineland, IL 88679",7587695741,data255,0,F
David,Hopkins,soniachandler@example.com,"16803 Spencer Estates, South Garytown, MP 06515",7881817363,data228,0,F
Steven,Barry,valerierodriguez@example.com,"35671 Pittman River, Lake Jeanville, HI 73261",7129815440,data201,0,F
